image_path,cow_id,image_count_for_this_cow,split
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3887.jpg,cattle_0300,17,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3880.jpg,cattle_0300,17,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DJI_0123.jpg,cattle_0300,17,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3890.jpg,cattle_0300,17,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DJI_0124.jpg,cattle_0300,17,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DJI_0128.jpg,cattle_0300,17,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3891.jpg,cattle_0300,17,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3888.jpg,cattle_0300,17,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3881.jpg,cattle_0300,17,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3889.jpg,cattle_0300,17,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3885.jpg,cattle_0300,17,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3886.jpg,cattle_0300,17,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DJI_0125.jpg,cattle_0300,17,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3883.jpg,cattle_0300,17,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DJI_0122.jpg,cattle_0300,17,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0300/cattle_0300_DSCF3882.jpg,cattle_0300,17,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DSCF3905.jpg,cattle_0500,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DSCF3903.jpg,cattle_0500,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DSCF3902.jpg,cattle_0500,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DSCF3908.jpg,cattle_0500,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DSCF3907.jpg,cattle_0500,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DJI_0135.jpg,cattle_0500,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DSCF3906.jpg,cattle_0500,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DSCF3904.jpg,cattle_0500,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DJI_0136.jpg,cattle_0500,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DSCF3909.jpg,cattle_0500,14,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DJI_0140.jpg,cattle_0500,14,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DJI_0139.jpg,cattle_0500,14,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DSCF3900.jpg,cattle_0500,14,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0500/cattle_0500_DSCF3901.jpg,cattle_0500,14,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3920.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3918.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3910.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DJI_0143.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3911.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3916.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DJI_0141.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3922.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3921.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DJI_0147.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3914.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3915.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DJI_0146.jpg,cattle_0600,19,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3913.jpg,cattle_0600,19,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3923.jpg,cattle_0600,19,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3917.jpg,cattle_0600,19,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DJI_0145.jpg,cattle_0600,19,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DSCF3919.jpg,cattle_0600,19,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0600/cattle_0600_DJI_0142.jpg,cattle_0600,19,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3935.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3936.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3934.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DJI_0148.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3930.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3933.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DJI_0154.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3929.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3932.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DJI_0155.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3926.jpg,cattle_0700,16,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3931.jpg,cattle_0700,16,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3928.jpg,cattle_0700,16,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3925.jpg,cattle_0700,16,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3927.jpg,cattle_0700,16,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0700/cattle_0700_DSCF3924.jpg,cattle_0700,16,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3943.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3942.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3944.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3940.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DJI_0158.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3945.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DJI_0157.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DJI_0156.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3946.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DJI_0160.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3939.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3941.jpg,cattle_0800,18,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DJI_0161.jpg,cattle_0800,18,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3937.jpg,cattle_0800,18,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3947.jpg,cattle_0800,18,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DJI_0162.jpg,cattle_0800,18,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3938.jpg,cattle_0800,18,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0800/cattle_0800_DSCF3948.jpg,cattle_0800,18,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DJI_0165.jpg,cattle_0900,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DJI_0163.jpg,cattle_0900,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DSCF3950.jpg,cattle_0900,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DJI_0164.jpg,cattle_0900,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DSCF3952.jpg,cattle_0900,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DSCF3957.jpg,cattle_0900,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DSCF3954.jpg,cattle_0900,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DSCF3953.jpg,cattle_0900,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DSCF3958.jpg,cattle_0900,12,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DSCF3951.jpg,cattle_0900,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DSCF3956.jpg,cattle_0900,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_0900/cattle_0900_DJI_0166.jpg,cattle_0900,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DSCF3963.jpg,cattle_1000,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DSCF3961.jpg,cattle_1000,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DJI_0170.jpg,cattle_1000,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DJI_0171.jpg,cattle_1000,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DJI_0176.jpg,cattle_1000,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DSCF3968.jpg,cattle_1000,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DSCF3966.jpg,cattle_1000,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DSCF3962.jpg,cattle_1000,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DSCF3960.jpg,cattle_1000,12,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DSCF3967.jpg,cattle_1000,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DSCF3965.jpg,cattle_1000,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1000/cattle_1000_DJI_0177.jpg,cattle_1000,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DSCF3973.jpg,cattle_1100,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DSCF3976.jpg,cattle_1100,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DSCF3975.jpg,cattle_1100,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DSCF3981.jpg,cattle_1100,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DSCF3972.jpg,cattle_1100,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DSCF3978.jpg,cattle_1100,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DSCF3974.jpg,cattle_1100,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DSCF3971.jpg,cattle_1100,11,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DSCF3982.jpg,cattle_1100,11,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DJI_0181.jpg,cattle_1100,11,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1100/cattle_1100_DJI_0185.jpg,cattle_1100,11,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DSCF3988.jpg,cattle_1200,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DJI_0190.jpg,cattle_1200,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DSCF3985.jpg,cattle_1200,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DSCF3984.jpg,cattle_1200,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DSCF3987.jpg,cattle_1200,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DJI_0188.jpg,cattle_1200,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DSCF3992.jpg,cattle_1200,11,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DSCF3986.jpg,cattle_1200,11,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DSCF3990.jpg,cattle_1200,11,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DSCF3989.jpg,cattle_1200,11,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1200/cattle_1200_DSCF3991.jpg,cattle_1200,11,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DSCF3995.jpg,cattle_1300,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DSCF4003.jpg,cattle_1300,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DSCF4004.jpg,cattle_1300,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DSCF4005.jpg,cattle_1300,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DSCF4002.jpg,cattle_1300,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DSCF3998.jpg,cattle_1300,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DJI_0198.jpg,cattle_1300,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DSCF4001.jpg,cattle_1300,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DJI_0202.jpg,cattle_1300,12,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DSCF3999.jpg,cattle_1300,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DSCF3996.jpg,cattle_1300,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1300/cattle_1300_DJI_0199.jpg,cattle_1300,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DSCF4011.jpg,cattle_1400,13,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DSCF4006.jpg,cattle_1400,13,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DSCF4007.jpg,cattle_1400,13,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DJI_0206.jpg,cattle_1400,13,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DSCF4014.jpg,cattle_1400,13,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DJI_0207.jpg,cattle_1400,13,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DSCF4008.jpg,cattle_1400,13,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DJI_0208.jpg,cattle_1400,13,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DJI_0209.jpg,cattle_1400,13,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DSCF4009.jpg,cattle_1400,13,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DSCF4015.jpg,cattle_1400,13,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DJI_0212.jpg,cattle_1400,13,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1400/cattle_1400_DSCF4013.jpg,cattle_1400,13,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7270.jpg,cattle_1600,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7268.jpg,cattle_1600,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7263.jpg,cattle_1600,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7272.jpg,cattle_1600,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7275.jpg,cattle_1600,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7271.jpg,cattle_1600,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7273.jpg,cattle_1600,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7274.jpg,cattle_1600,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7264.jpg,cattle_1600,14,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7265.jpg,cattle_1600,14,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7266.jpg,cattle_1600,14,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7262.jpg,cattle_1600,14,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7261.jpg,cattle_1600,14,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1600/cattle_1600_DSCF7269.jpg,cattle_1600,14,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7430.jpg,cattle_1700,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7431.jpg,cattle_1700,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7425.jpg,cattle_1700,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7428.jpg,cattle_1700,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7435.jpg,cattle_1700,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7436.jpg,cattle_1700,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7429.jpg,cattle_1700,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7432.jpg,cattle_1700,12,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7434.jpg,cattle_1700,12,val
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7427.jpg,cattle_1700,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7433.jpg,cattle_1700,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1700/cattle_1700_DSCF7426.jpg,cattle_1700,12,test
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1800/cattle_1800_DSCF7554.jpg,cattle_1800,22,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1800/cattle_1800_DSCF7542.jpg,cattle_1800,22,train
BeefCattle_Muzzle_database/BeefCattle_Muzzle_Individualized/cattle_1800/cattle_1800_DSCF7537.jpg,cattle_1800,22,train
